Year,Month,Tmax,Tmin,SumOfPrecipitations
2028,10,21.837182617187523,-5.474951171874977,95.60982513427734
2028,11,12.745843505859398,-18.059057617187477,83.74331665039062
2028,12,4.235894775390648,-27.423529052734352,83.99258422851562
2029,1,1.7807250976562727,-31.566351318359352,74.3018569946289
2029,2,2.7557617187500227,-33.06476440429685,60.73896408081055
2029,3,12.677178955078148,-27.782110595703102,64.8958969116211
2029,4,21.380944824218773,-11.503790283203102,62.029754638671875
2029,5,29.738305664062523,-4.910345458984352,74.4659194946289
2029,6,30.991052246093773,1.5930419921875227,72.97554779052734
2029,7,33.38216552734377,6.129541015625023,72.66531372070312
2029,8,30.525659179687523,3.8467956542968977,91.97052001953125
2029,9,27.450982666015648,-1.5213378906249773,92.79955291748047
2029,10,23.463769531250023,-5.261328124999977,83.86927032470703
2029,11,15.141503906250023,-16.322576904296852,87.4308853149414
2029,12,4.576165771484398,-27.960638427734352,87.13470458984375
2030,1,1.6372924804687727,-34.20615234374998,79.2635726928711
2030,2,4.361016845703148,-31.822698974609352,69.4925308227539
2030,3,12.478814697265648,-27.11986389160154,58.06624984741211
2030,4,22.400231933593773,-13.482885742187477,73.64694213867188
2030,5,29.420922851562523,-4.052801513671852,78.05429077148438
2030,6,30.302880859375023,2.0859008789062727,86.14661407470703
2030,7,31.213830566406273,5.038537597656273,80.03547668457031
2030,8,30.385278320312523,4.354913330078148,77.51392364501953
2030,9,27.512017822265648,-1.0971435546874773,95.7190933227539
2030,10,23.137231445312523,-6.085302734374977,88.86400604248047
2030,11,13.148706054687523,-15.454351806640602,76.54486846923828
2030,12,3.5797668457031477,-26.712438964843727,83.42931365966797
2031,1,1.8646484375000227,-32.91828002929685,68.87479400634766
2031,2,3.1738525390625227,-32.9014953613281,59.18888854980469
2031,3,11.795220947265648,-26.224157714843727,65.75936126708984
2031,4,22.560449218750023,-12.289617919921852,53.78859329223633
2031,5,29.871057128906273,-4.550238037109352,89.92964935302734
2031,6,31.479333496093773,1.7441040039062727,81.96949768066406
2031,7,31.692987060546898,5.429162597656273,69.1672134399414
2031,8,31.055139160156273,4.621942138671898,72.50000762939453
2031,9,27.170190429687523,-0.36163940429685226,103.90177154541016
2031,10,23.619409179687523,-5.792333984374977,85.70416259765625
2031,11,13.888757324218773,-16.031134033203102,92.4600601196289
2031,12,3.4699035644531477,-27.22972717285154,84.67414093017578
2032,1,1.4206176757812727,-34.54489746093748,81.8258285522461
2032,2,3.4500671386718977,-32.87250366210935,52.472442626953125
2032,3,12.120233154296898,-28.271917724609352,60.50387954711914
